Sample code,Depth (cm),Soil type,Mg,P,K,Ca,Ti,Li,Be,Al,V ,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Rb,Sr,Mo,Ag,Cd,Cs,Ba,Tl,Pb,U
,,,(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
C7.6,60,Ulti,99.7936149,236.697295,74.55276649,59.16364854,2151.305798,1.155020646,0.140181792,57224.36562,82.72444864,43.65075538,91.19094437,40855.21072,0.563284027,0.730853042,0.721023019,7.365769678,6.479407466,1.09624054,0.526797543,19.02012041,1.327833734,0.009278099,0.066988619,0.081314521,13.79243344,0.009570374,4.669076507,1.299879148
C7.7,70,Ulti,100.7856158,241.5045663,74.54596897,59.87726228,2305.235461,1.164265497,0.13816906,62476.85991,89.5703831,46.54000837,97.05131088,43970.17293,0.607979304,0.984298717,0.791325026,10.95555506,6.749253112,1.226649807,0.508244327,20.20814343,1.458851946,0.001328365,0.065035662,0.076479714,14.20354103,0.01016479,5.091519501,1.386677911
C7.8,80,Ulti,94.77507339,229.387294,80.32584177,59.47935872,2126.272202,1.119678859,0.119161619,58211.40398,83.91968969,45.03075549,89.43471977,41446.17382,0.566479428,0.837909942,1.059768379,11.48803895,6.448067537,1.199803894,0.516310295,18.80867497,1.342008549,-0.026884908,0.071759482,0.073754301,13.76931593,0.009541518,4.712509074,1.275470085
C7.9,90,Ulti,100.3170429,230.8353923,73.2827722,77.01522217,2225.479758,1.082376714,0.132383972,65826.00738,92.2692273,48.66324349,86.61513326,45742.41459,0.583214571,0.746077373,0.73026774,7.379885979,7.194638164,1.254046864,0.49782257,20.88816988,1.532275396,-0.016823885,0.064519637,0.076191636,14.92200811,0.009243954,5.138730476,1.333456453
C7.10,100,Ulti,102.3105789,227.6751354,75.76356262,61.8155031,2391.377781,1.182433145,0.14754994,69209.47799,96.65363419,50.22926907,94.8035542,47438.29762,0.624195939,0.93664996,0.61319524,8.071337232,7.569421199,1.360193326,0.489944339,21.95250507,1.530032759,-0.025712021,0.075483753,0.076106102,15.51474183,0.010108792,5.403970066,1.439263699
C8.1,10,Ulti,75.22178451,181.1046637,68.79360398,58.69588115,1702.881587,1.10569191,0.082024531,32767.93746,52.53390024,27.06931651,103.2750608,26232.80326,0.46673512,-0.104042934,0.804138571,7.042185173,4.29100263,0.978941078,0.429346771,11.73480945,0.783667213,-0.086947148,0.040621848,0.049982053,8.432442186,0.006505769,4.68435745,0.834784742
C8.2,20,Ulti,99.23805415,222.5990341,83.56602755,55.99937567,2220.187745,1.345462885,0.122231028,46902.67996,68.89108237,37.4196679,112.9031509,34146.17819,0.607861599,0.303949537,0.620617669,8.070298176,5.473010016,1.368302377,0.547721801,16.41089712,1.070824989,-0.030098501,0.062337356,0.077326514,10.98254422,0.007505764,9.249976332,1.197157109
C8.3,30,Ulti,93.98511255,198.4744027,75.87877943,54.18975423,2045.653392,1.243308809,0.109437279,45732.29205,68.52241393,35.74734493,101.9045694,34141.1032,0.583887047,0.49439759,0.613224276,12.3804319,5.25762937,1.37013422,0.538176004,15.96502968,1.0322168,-0.044085028,0.058890792,0.069558418,11.25196749,0.008519133,6.044070874,1.101029444
C8.4,40,Ulti,125.474096,281.4529758,109.6473031,85.47038233,2415.507322,1.502902052,0.138429201,59781.50754,87.03078971,47.62810603,124.7842297,43818.18153,0.731760247,0.703038741,1.082165683,9.622853194,6.60408532,1.514614645,0.787367161,21.32649612,1.376185433,-0.004211826,0.072261271,0.112738768,15.03985783,0.013139254,6.100745439,1.453329602
C8.5,50,Ulti,114.5555519,239.7271546,89.72293334,79.83297937,2255.478982,1.352733206,0.128562173,56866.57173,80.39418902,43.5090461,108.2631173,40024.63736,0.645459096,1.052657049,1.311486092,11.22106949,6.129714787,1.185048825,0.6310287,19.46334645,1.27644094,-0.019675826,0.067007146,0.087627362,13.21540532,0.009443138,5.121544716,1.372093807
C8.6,60,Ulti,104.8997683,229.2605682,78.79067579,69.77263322,2106.738552,1.20367033,0.132557837,58918.95659,83.41320396,44.20405304,92.57926218,41473.46124,0.598097449,0.735981656,0.793927161,7.701840721,6.052875343,1.143658732,0.598255006,19.36438124,1.31611809,-0.005745408,0.070112411,0.085704439,13.89531019,0.009469048,4.728818683,1.279861144
C8.7,70,Ulti,78.0544487,217.8340761,86.09716377,55.92054589,2194.967944,1.179775688,0.133941818,52737.71712,84.3862893,44.7662918,87.71776757,41200.88818,0.585286638,0.959793848,1.844624454,11.46089423,7.017111759,1.13210655,0.52418451,14.70563631,1.292457153,-0.019073491,0.065461675,0.074382705,13.03849536,0.009928261,5.088502093,1.267442424
C8.8,80,Ulti,80.87827311,215.5151577,86.28778871,68.81990376,2268.866349,1.167543402,0.153815749,59820.75086,93.49792515,48.34339683,86.35630776,45348.66982,0.587718515,3.670817078,1.650500216,9.751715093,7.668182327,1.163353891,0.472546457,16.31303712,1.51339826,-0.034820186,0.07134729,0.072335421,13.80312079,0.009136784,5.227364688,1.325908682
C8.9,90,Ulti,93.02419978,224.2521428,89.73285112,73.66476527,2419.290622,1.140704335,0.149368057,65198.67198,94.1087747,49.16814671,106.5742595,46565.21125,0.629533127,3.115185776,1.561839225,8.662743455,7.501476752,1.214488059,0.54785163,18.55693506,1.509260718,-0.030121143,0.057948591,0.081438895,15.2862272,0.010409848,5.582487463,1.302737688
C8.10,100,Ulti,76.13725609,212.5748281,73.42506748,46.52074529,2234.950112,1.063824532,0.140279169,63115.45086,94.58408598,48.76635919,79.12026809,45897.87786,0.5645824,1.297531244,0.956087264,9.023292394,7.665210579,1.155100383,0.458287977,16.87936195,1.563508925,-0.026072195,0.060310586,0.076392108,14.45667875,0.009800995,5.358670032,1.229571016
C9.1,10,Ulti,75.3435008,201.3634378,77.49510901,97.62475474,1540.598144,1.158784471,0.084473426,32844.93038,52.19306476,27.2412455,79.2068657,26092.47275,0.445160102,1.079799873,1.85944381,7.279084317,4.065289567,0.927123432,0.478362637,11.58924537,0.754908331,-0.110308471,0.056878039,0.054167944,9.310450782,0.007144933,3.427935485,0.822675739
C9.2,20,Ulti,70.24223999,172.202217,66.2718998,55.74683876,1610.61585,1.031307391,0.093456202,35104.67734,55.69344869,29.9512033,82.34668057,27617.68084,0.448247679,0.378379776,1.495875963,8.111042876,4.25217415,1.0410424,0.419947584,11.57435216,0.819513777,-0.071024414,0.051661849,0.053910022,9.035540749,0.006300687,3.651501943,0.865289243
C9.3,30,Ulti,79.84973605,204.6391842,83.37313202,71.27327987,2038.215644,1.223146805,0.114701803,44362.28797,70.87281485,38.14282265,96.77534324,34727.24997,0.544686343,2.194117345,1.503668542,11.20286359,5.565748509,1.309236956,0.503673244,13.8898305,1.125417568,-0.036212846,0.06273739,0.0725992,10.9404709,0.008747796,4.363602738,1.135616204
C9.4,40,Ulti,82.06121568,199.496017,110.3379032,61.52638,2117.860255,1.183714079,0.127112687,50619.12201,78.72532751,41.52335831,91.84066439,38955.62694,0.56528725,1.747728226,1.67589828,7.634434118,6.425176083,1.314115943,0.528612325,15.5503295,1.267538564,-0.015849422,0.085294491,0.072580339,12.56536013,0.00968052,4.497216727,1.284975475
C9.5,50,Ulti,85.17036369,210.6486441,83.02459162,87.21744385,2205.590422,1.221248753,0.131697573,51810.51287,82.22755015,43.33440923,93.24607104,39958.656,0.583866255,1.72676087,1.018079873,12.03229109,6.945406802,1.271367088,0.531824952,15.98655454,1.305825523,-0.017653309,0.073637934,0.07868566,20.21806211,0.009830086,4.987771891,1.326021373
C9.6,60,Ulti,89.57093347,214.8816108,90.76794434,72.73889962,2362.835778,1.171140335,0.138788177,59966.68076,90.9851139,47.95273631,92.88872999,44170.94576,0.640131797,0.86777672,1.363740143,8.344507763,7.339440295,1.310704651,0.521781257,17.90226895,1.497461983,-0.012275058,0.062706833,0.078098649,14.51697296,0.010415923,5.416231063,1.346161403
C9.7,70,Ulti,67.64296294,209.6839726,75.19058431,48.40180146,2217.690015,1.127954151,0.142349842,52569.21782,87.15557785,46.21778347,80.25534863,42123.81457,0.551707095,1.971739055,1.997992073,7.295875067,7.43385492,1.234307034,0.493641209,14.17836297,1.378500981,-0.031570244,0.069295037,0.071667417,12.99742582,0.009038948,4.961324691,1.226888506
C9.8,80,Ulti,68.54423789,194.1322797,70.58972338,49.53931445,2377.682505,1.04517687,0.139949181,55044.40104,91.82600104,48.5189598,87.82177944,43890.44933,0.613317079,1.800906569,1.525281322,9.334170473,7.679505245,1.211819629,0.421861006,14.2227559,1.494400077,-0.021331368,0.061897661,0.068105418,13.35272265,0.009936082,5.216577761,1.26939672
C9.9,90,Ulti,59.00793348,175.8541247,70.63192396,31.99770098,2138.731983,0.940795734,0.14629954,51792.59164,90.27233671,48.25270072,69.4212984,42443.09527,0.547993056,4.731687975,1.822677652,9.609054041,7.47813893,1.263464857,0.422047587,13.6499583,1.544736474,0.00409807,0.057870925,0.067375326,13.92691191,0.009087484,5.364687728,1.221107767
C9.10,100,Ulti,68.07940285,182.353811,75.97001827,45.77120763,2312.46659,1.030858293,0.145877197,61896.81193,100.1088225,52.45309829,72.77936699,47303.14232,0.570418944,4.172114954,1.767294198,9.828886608,7.295146122,1.330911582,0.434217354,14.26638503,1.616098592,-0.013599242,0.065522581,0.075284125,15.21776234,0.010431228,5.608470945,1.273003482
C10.1,10,Ulti,72.13255464,186.9773433,93.33184691,53.03608296,1834.140225,1.082754224,0.100758874,42104.34123,65.61123532,35.22090186,86.49560099,32640.05992,0.471237079,1.138818907,0.590904757,6.951847493,5.417514368,1.084906772,0.544451386,12.95678473,0.987433305,-0.065522146,0.063795515,0.066005245,10.20811177,0.007586734,4.160506336,1.005246865
C10.2,20,Ulti,90.36915596,196.4009611,93.35402025,63.54055672,2185.519673,1.216709288,0.134722359,53793.08969,79.17001627,41.44845341,106.1439881,38794.80262,0.61402934,3.011793445,1.510368457,9.698063484,6.194814757,1.300144191,0.556876548,16.34964703,1.199779727,-0.035357508,0.072110183,0.070706277,12.77819255,0.007892323,5.066428483,1.291706182
C10.3,30,Ulti,77.44811342,199.243879,93.59180668,59.66061305,2247.74325,1.213987951,0.131251684,49657.34843,79.6219086,42.85864264,86.18067013,38731.84595,0.579196048,3.58030614,0.66746086,9.6384934,6.668244148,1.343222712,0.568621329,14.96432301,1.242739267,-0.013303937,0.075449018,0.071656747,13.08077932,0.008938743,5.048566562,1.398656063
C10.4,40,Ulti,81.27753179,203.1942928,93.15937399,47.11275899,2382.835559,1.291871606,0.150109803,54614.43907,84.6518538,44.83585535,99.07169991,40572.66238,0.615167322,1.101133819,0.523978826,17.12276239,6.90908972,1.302319262,0.559443558,16.26481805,1.268800133,-0.028540498,0.070359106,0.074542625,13.03967188,0.008978488,5.196292116,1.395116311
C10.5,50,Ulti,93.08638499,214.8939388,81.31628707,70.14305565,2205.013644,1.234268389,0.131403707,51430.17266,77.15214263,42.91052675,100.6116872,38288.49789,0.560151497,0.547786249,0.877938608,7.582520561,6.268409798,1.015425758,0.583598743,16.61952677,1.181379532,-0.039025512,0.060767124,0.077261503,12.3234357,0.008592147,4.685410791,1.285399366
C10.6,60,Ulti,74.94296682,230.6061638,73.64245722,56.25296056,2168.47091,1.213302746,0.125132266,48126.66726,76.59277453,43.54010924,108.721103,37711.28494,0.596832198,0.756572777,1.950837383,10.92785393,6.092125631,0.900653736,0.511464275,14.4924682,1.142382924,-0.046833811,0.069491371,0.066655664,12.12342696,0.007929563,4.580227527,1.314282317
C10.7,70,Ulti,70.97146512,244.2161116,106.985277,74.32627267,2001.137302,1.125434,0.125263993,45598.36804,75.57189665,39.60023891,91.57536701,36522.97348,0.568999731,4.388834156,1.299292453,8.417348676,6.203366438,0.913011965,0.695215147,13.16459867,1.161595482,-0.018917853,0.070098873,0.105931294,12.83609724,0.009509509,4.539340149,1.123195889
C10.8,80,Ulti,78.89241777,248.2645409,74.78409444,52.61475209,2345.73669,1.179872207,0.14403276,59284.42537,90.47058772,48.35649468,94.30580212,44519.54952,0.623256321,2.083024687,1.139308703,7.147145394,7.49190389,1.110988681,0.54282981,16.96366075,1.42948705,-0.026614655,0.066208307,0.088797124,14.11526462,0.00952954,5.301614604,1.34842746
C10.9,90,Ulti,82.98976831,216.3988908,69.62387639,62.06807861,2307.054804,1.106685375,0.132688283,56964.82987,86.75134036,45.83309865,103.8338953,42556.64764,0.565998532,1.226179335,1.440009317,9.749747421,6.851232698,1.116466362,0.457848116,16.53973498,1.336526522,-0.017865548,0.061085756,0.0711132,13.27346392,0.008558709,5.116277855,1.250083391
C10.10,100,Ulti,78.44004729,188.9274069,76.15936077,74.23646426,2421.794555,1.056068042,0.145516586,64775.85941,95.8121685,50.39356873,89.95971752,46940.15133,0.584309092,4.534413183,0.391944622,7.818015131,7.825618596,1.232081415,0.45768946,17.59415542,1.504179484,-0.031135927,0.059023201,0.071572934,14.14018668,0.008206344,5.338658363,1.316654244
